,kenteken,voertuigsoort,merk,handelsbenaming,datum_tenaamstelling,inrichting,eerste_kleur,tweede_kleur,aantal_cilinders,massa_ledig_voertuig,massa_rijklaar,datum_eerste_toelating,datum_eerste_tenaamstelling_in_nederland,wacht_op_keuren,wam_verzekerd,aantal_deuren,aantal_wielen,afstand_hart_koppeling_tot_achterzijde_voertuig,afstand_voorzijde_voertuig_tot_hart_koppeling,lengte,breedte,europese_voertuigcategorie,technische_max_massa_voertuig,volgnummer_wijziging_eu_typegoedkeuring,vermogen_massarijklaar,wielbasis,export_indicator,openstaande_terugroepactie_indicator,taxi_indicator,maximum_massa_samenstelling,jaar_laatste_registratie_tellerstand,tellerstandoordeel,code_toelichting_tellerstandoordeel,tenaamstellen_mogelijk,datum_tenaamstelling_dt,datum_eerste_toelating_dt,datum_eerste_tenaamstelling_in_nederland_dt,api_gekentekende_voertuigen_assen,api_gekentekende_voertuigen_brandstof,api_gekentekende_voertuigen_carrosserie,api_gekentekende_voertuigen_carrosserie_specifiek,api_gekentekende_voertuigen_voertuigklasse,plaats_chassisnummer,vervaldatum_apk,vervaldatum_apk_dt,type_gasinstallatie,maximum_last_onder_de_vooras_sen_tezamen_koppeling,bruto_bpm,aantal_zitplaatsen,cilinderinhoud,toegestane_maximum_massa_voertuig,maximum_massa_trekken_ongeremd,maximum_trekken_massa_geremd,catalogusprijs,typegoedkeuringsnummer,variant,uitvoering,aantal_rolstoelplaatsen,maximum_ondersteunende_snelheid,zuinigheidsclassificatie,type,registratie_datum_goedkeuring_afschrijvingsmoment_bpm,registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt
859,07SBPD,Personenauto,OPEL,AGILA,20121027,MPV,ROOD,Niet geregistreerd,4,955,1055,20051111,20051111,Geen verstrekking in Open Data,Ja,4,4,0,0,354,0,M1,1450,0,0.06,236,Nee,Nee,Nee,2127,2022,Logisch,00,Ja,2012-10-27T00:00:00.000,2005-11-11T00:00:00.000,2005-11-11T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. tegen schutbord onder motorkap,20230729,2023-07-29T00:00:00.000,,,2564,5,1229,1450,350,650,13414,e1*98/14*0141*11,AE11,1A06A4DCDA5,0,,C,,,
860,07SHV5,Personenauto,OPEL,CORSA,20190619,MPV,ROOD,Niet geregistreerd,4,1155,1255,20110930,20110930,Geen verstrekking in Open Data,Ja,2,4,0,0,0,0,M1,1695,0,0.09,251,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2019-06-19T00:00:00.000,2011-09-30T00:00:00.000,2011-09-30T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230718,2023-07-18T00:00:00.000,,,5600,5,1598,1695,,,22587,e1*2001/116*0379*19,FS11,1A12B340HCL5,0,,E,S-D,,
861,07SJP9,Personenauto,OPEL,MERIVA,20210805,MPV,ROOD,Niet geregistreerd,4,1293,1393,20111008,20111008,Geen verstrekking in Open Data,Ja,4,4,0,0,429,0,M1,1930,0,0.06,264,Nee,Nee,Nee,3055,2022,Logisch,00,Ja,2021-08-05T00:00:00.000,2011-10-08T00:00:00.000,2011-10-08T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. voorzitting,20230803,2023-08-03T00:00:00.000,,,4460,5,1364,1930,680,1050,25004,e4*2007/46*0165*02,BD11,1AADA4CBBC5,0,0.00,B,S-D/ MONOCAB B,,
862,07SKFJ,Personenauto,OPEL,AGILA,20190628,MPV,ROOD,Niet geregistreerd,4,955,1055,20060131,20060131,Geen verstrekking in Open Data,Ja,4,4,0,0,354,0,M1,1450,0,0.06,236,Nee,Nee,Nee,2127,2022,Onlogisch,04,Ja,2019-06-28T00:00:00.000,2006-01-31T00:00:00.000,2006-01-31T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. tegen schutbord onder motorkap,20230304,2023-03-04T00:00:00.000,,,2610,5,1229,1450,350,650,,e1*98/14*0141*11,AE11,1A06A4DCDA5,0,,C,,,
863,07SNKV,Personenauto,OPEL,ASTRA,20210501,hatchback,ROOD,Niet geregistreerd,4,1165,1265,20060310,20060310,Geen verstrekking in Open Data,Ja,4,4,0,0,425,0,M1,1760,0,0.06,261,Nee,Nee,Nee,3005,2022,Logisch,00,Ja,2021-05-01T00:00:00.000,2006-03-10T00:00:00.000,2006-03-10T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230429,2023-04-29T00:00:00.000,,,5559,5,1598,1760,630,1200,,e1*2001/116*0261*06,BB11,1A02A4EABG5,0,,C,,,
864,07SVDD,Personenauto,OPEL,MERIVA-A,20210218,MPV,ROOD,Niet geregistreerd,4,1275,1375,20060508,20060508,Geen verstrekking in Open Data,Ja,4,4,0,0,405,0,M1,1855,0,0.06,263,Nee,Nee,Nee,3080,2021,Logisch,00,Ja,2021-02-18T00:00:00.000,2006-05-08T00:00:00.000,2006-05-08T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20220924,2022-09-24T00:00:00.000,,,5133,5,1598,1855,675,1200,,e1*2001/116*0215*07,BJ11,1A02A4CGDH5,0,,C,,,
865,07SZRT,Personenauto,OPEL,CORSA-C,20120424,hatchback,ROOD,Niet geregistreerd,4,935,1035,20060622,20060622,Geen verstrekking in Open Data,Ja,4,4,0,0,384,0,M1,1455,0,0.06,249,Nee,Nee,Nee,2360,2022,Logisch,00,Ja,2012-04-24T00:00:00.000,2006-06-22T00:00:00.000,2006-06-22T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230419,2023-04-19T00:00:00.000,,,3113,5,1229,1455,450,950,,e1*98/14*0148*12,DL11,1A07A3CBCA5,0,,C,,,
866,07TBHZ,Personenauto,OPEL,AGILA,20090708,MPV,ROOD,Niet geregistreerd,4,955,1055,20060629,20060629,Geen verstrekking in Open Data,Ja,4,4,0,0,354,0,M1,1450,0,0.06,236,Nee,Nee,Nee,2127,2022,Logisch,00,Ja,2009-07-08T00:00:00.000,2006-06-29T00:00:00.000,2006-06-29T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. tegen schutbord onder motorkap,20230717,2023-07-17T00:00:00.000,,,2551,5,1229,1450,350,650,,e1*98/14*0141*11,AE11,1A06A4DCDA5,0,,C,,,
867,07THH3,Personenauto,OPEL,ASTRA GTC,20180407,hatchback,ROOD,Niet geregistreerd,4,1337,1437,20120131,20120131,Geen verstrekking in Open Data,Ja,3,4,0,0,447,0,M1,1950,0,0.07,270,Nee,Nee,Nee,3370,2022,Logisch,00,Ja,2018-04-07T00:00:00.000,2012-01-31T00:00:00.000,2012-01-31T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. voorzitting,20230405,2023-04-05T00:00:00.000,,,4707,5,1362,1950,700,1350,29825,e4*2007/46*0204*05,BADCC11,BA3J1JNWA5,0,0.00,A,P-J/SW,,
868,07TJGV,Personenauto,OPEL,ASTRA STATION WAGON,20220727,MPV,ROOD,Niet geregistreerd,4,1335,1435,20061009,20061009,Geen verstrekking in Open Data,Ja,4,4,0,0,452,0,M1,1975,0,0.05,270,Nee,Nee,Nee,3405,2022,Logisch,00,Ja,2022-07-27T00:00:00.000,2006-10-09T00:00:00.000,2006-10-09T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20220421,2022-04-21T00:00:00.000,,,7459,5,1910,1975,670,1400,,e1*2001/116*0293*04,FL11,2A09ACMFFD5,0,,D,,,
869,07TJP3,Personenauto,OPEL,ASTRA GTC,20171118,hatchback,ROOD,Niet geregistreerd,4,1337,1437,20120214,20120214,Geen verstrekking in Open Data,Ja,2,4,0,0,447,0,M1,1950,0,0.07,270,Nee,Nee,Nee,3370,2022,Logisch,00,Ja,2017-11-18T00:00:00.000,2012-02-14T00:00:00.000,2012-02-14T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. voorzitting,20230810,2023-08-10T00:00:00.000,,,4384,5,1362,1950,700,1350,27040,e4*2007/46*0204*06,BADCC11,BA3J1JNWA5,0,0.00,A,P-J/SW,,
870,07TLT3,Personenauto,OPEL,AGILA,20200827,stationwagen,ROOD,Niet geregistreerd,4,1015,1115,20120302,20120302,Geen verstrekking in Open Data,Ja,4,4,0,0,374,0,M1,1485,0,0.06,236,Nee,Nee,Nee,1685,2022,Logisch,00,Ja,2020-08-27T00:00:00.000,2012-03-02T00:00:00.000,2012-03-02T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op r. schroefveerkoker onder motorkap,20230827,2023-08-27T00:00:00.000,,,2583,5,1242,1485,200,200,13995,e4*2001/116*0135*10,AF11,1A03A1ABCA5,0,0.00,C,H-B,,
871,07TTJH,Personenauto,OPEL,ASTRA GTC,20220510,coupe,ROOD,Niet geregistreerd,4,1145,1245,20070119,20070119,Geen verstrekking in Open Data,Ja,2,4,0,0,429,0,M1,1740,0,0.06,261,Nee,Nee,Nee,2985,2022,Logisch,00,Ja,2022-05-10T00:00:00.000,2007-01-19T00:00:00.000,2007-01-19T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20221102,2022-11-02T00:00:00.000,,,5167,5,1598,1740,620,1200,22871,e4*2001/116*0094*03,KB11,1A02A4EABG5,0,,C,,,
872,07TXF7,Personenauto,OPEL,CORSA,20150915,MPV,ROOD,Niet geregistreerd,4,1099,1199,20120423,20120423,Geen verstrekking in Open Data,Ja,4,4,0,0,0,0,M1,1635,0,0.06,251,Nee,Nee,Nee,2185,2022,Logisch,00,Ja,2015-09-15T00:00:00.000,2012-04-23T00:00:00.000,2012-04-23T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230920,2023-09-20T00:00:00.000,,,,5,1248,1635,500,500,17865,e1*2001/116*0379*20,PY11,4AAED6A7LJM5,0,0.00,B,S-D,,
873,07XDKG,Personenauto,OPEL,ASTRA GTC,20211119,coupe,ROOD,Niet geregistreerd,4,1150,1250,20070410,20070410,Geen verstrekking in Open Data,Ja,2,4,0,0,429,0,M1,1745,0,0.07,261,Nee,Nee,Nee,3000,2022,Logisch,00,Ja,2021-11-19T00:00:00.000,2007-04-10T00:00:00.000,2007-04-10T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230421,2023-04-21T00:00:00.000,,,5211,5,1598,1745,625,1200,23044,e4*2001/116*0094*06,KT11,1A18AVEABN5,0,,C,,,
874,07XFX8,Personenauto,OPEL,AGILA,20120710,stationwagen,ROOD,Niet geregistreerd,3,950,1050,20120531,20120531,Geen verstrekking in Open Data,Ja,4,4,0,0,374,0,M1,1485,0,0.05,236,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2012-07-10T00:00:00.000,2012-05-31T00:00:00.000,2012-05-31T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op r. schroefveerkoker onder motorkap,20230714,2023-07-14T00:00:00.000,,,,5,996,1485,,,8995,e4*2001/116*0135*10,AE11,1AAAA1AAAA5,0,,A,H-B,,
875,07XPJ3,Personenauto,OPEL,ASTRA SPORTS TOURER,20140124,stationwagen,ROOD,Niet geregistreerd,4,1337,1437,20120629,20120629,Geen verstrekking in Open Data,Ja,4,4,0,0,470,0,M1,2030,0,0.07,269,Nee,Nee,Nee,3280,2022,Logisch,00,Ja,2014-01-24T00:00:00.000,2012-06-29T00:00:00.000,2012-06-29T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. voorzitting,20230629,2023-06-29T00:00:00.000,,,4832,5,1364,2030,710,1200,27255,e4*2007/46*0204*02,BC11,1A04A8ANFMA5,0,0.00,B,P-J/SW,,
876,07XSLV,Personenauto,OPEL,ASTRA,20220524,hatchback,ROOD,Niet geregistreerd,4,1170,1270,20070918,20070918,Geen verstrekking in Open Data,Ja,4,4,0,0,0,0,M1,1765,0,0.07,261,Nee,Nee,Nee,3020,2022,Logisch,00,Ja,2022-05-24T00:00:00.000,2007-09-18T00:00:00.000,2007-09-18T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20221126,2022-11-26T00:00:00.000,,,4942,5,1598,1765,635,1200,22066,e1*2001/116*0261*12,BS11,1A13ALEABN5,0,,C,,,
877,07XTZ6,Personenauto,OPEL,AMPERA,20170817,hatchback,ROOD,Niet geregistreerd,4,1632,1732,20120814,20120814,Geen verstrekking in Open Data,Ja,4,4,0,0,450,0,M1,2000,0,0.06,269,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2017-08-17T00:00:00.000,2012-08-14T00:00:00.000,2012-08-14T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. bodemplaat by voorzitting,20230814,2023-08-14T00:00:00.000,,,,4,1398,2000,,,48849,e13*2007/46*1159*01,AAAA,AAAAAAAAA,0,,A,D1JOI,,
878,07ZFX9,Personenauto,OPEL,MERIVA-A,20201009,stationwagen,ROOD,Niet geregistreerd,4,1275,1375,20050713,20130209,Geen verstrekking in Open Data,Ja,4,4,0,0,404,0,M1,1830,0,0.05,263,Nee,Nee,Nee,3000,2021,Geen oordeel,05,Ja,2020-10-09T00:00:00.000,2005-07-13T00:00:00.000,2013-02-09T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20221012,2022-10-12T00:00:00.000,,0,4739,5,1598,1830,675,1200,,e1*2001/116*0215*05,AB11,1A02A2BCAF5,0,,D,,,
879,07ZGBL,Personenauto,OPEL,CORSA,20170929,MPV,ROOD,Niet geregistreerd,4,1028,1128,20080121,20080121,Geen verstrekking in Open Data,Ja,2,4,0,0,0,0,M1,1575,0,0.05,251,Nee,Nee,Nee,2455,2022,Logisch,00,Ja,2017-09-29T00:00:00.000,2008-01-21T00:00:00.000,2008-01-21T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230926,2023-09-26T00:00:00.000,,,2802,5,1229,1575,450,850,15609,e1*2001/116*0379*05,BB11,1A14A4DBDA5,0,0.00,B,,,
880,07ZGXV,Personenauto,OPEL,CORSA,20180712,MPV,ROOD,Niet geregistreerd,4,1059,1159,20080131,20080131,Geen verstrekking in Open Data,Ja,4,4,0,0,0,0,M1,1605,0,0.05,251,Nee,Nee,Nee,2455,2022,Logisch,00,Ja,2018-07-12T00:00:00.000,2008-01-31T00:00:00.000,2008-01-31T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230830,2023-08-30T00:00:00.000,,,2967,5,1229,1605,500,850,16209,e1*2001/116*0379*06,KB11,1A16A77BDA5,0,0.00,B,,,
881,07ZHZK,Personenauto,OPEL,CORSA,20180529,MPV,ROOD,Niet geregistreerd,4,1028,1128,20080215,20080215,Geen verstrekking in Open Data,Ja,2,4,0,0,0,0,M1,1575,0,0.05,251,Nee,Nee,Nee,2455,2022,Logisch,00,Ja,2018-05-29T00:00:00.000,2008-02-15T00:00:00.000,2008-02-15T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230413,2023-04-13T00:00:00.000,,,2615,5,1229,1575,450,850,16058,e1*2001/116*0379*05,BB11,1A14A4DBDA5,0,0.00,B,,,
882,07ZJJV,Personenauto,OPEL,CORSA,20190912,MPV,ROOD,Niet geregistreerd,4,1059,1159,20080218,20080218,Geen verstrekking in Open Data,Ja,4,4,0,0,0,0,M1,1605,0,0.05,251,Nee,Nee,Nee,2405,2022,Logisch,00,Ja,2019-09-12T00:00:00.000,2008-02-18T00:00:00.000,2008-02-18T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230301,2023-03-01T00:00:00.000,,,2833,5,1229,1605,500,800,16889,e1*2001/116*0379*06,KB11,1A16A77CCA5,0,0.00,B,,,
883,07ZJTB,Personenauto,OPEL,CORSA,20210530,MPV,ROOD,Niet geregistreerd,4,1028,1128,20080228,20080228,Geen verstrekking in Open Data,Ja,2,4,0,0,0,0,M1,1575,0,0.05,251,Nee,Nee,Nee,2455,2022,Logisch,00,Ja,2021-05-30T00:00:00.000,2008-02-28T00:00:00.000,2008-02-28T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230228,2023-02-28T00:00:00.000,,,2471,5,1229,1575,450,850,15508,e1*2001/116*0379*05,BB11,1A14A4DBDA5,0,0.00,B,,,
884,07ZRVV,Personenauto,OPEL,CORSA,20170403,MPV,ROOD,Niet geregistreerd,4,1028,1128,20080513,20080513,Geen verstrekking in Open Data,Ja,2,4,0,0,0,0,M1,1575,0,0.05,251,Nee,Nee,Nee,2405,2022,Logisch,00,Ja,2017-04-03T00:00:00.000,2008-05-13T00:00:00.000,2008-05-13T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230415,2023-04-15T00:00:00.000,,,2675,5,1229,1575,450,800,16285,e1*2001/116*0379*07,BB11,1A14A4DCCA5,0,0.00,B,S-D,,
885,0811JV,Personenauto,OPEL,GT,19950330,Niet geregistreerd,ROOD,Niet geregistreerd,4,930,1030,19690819,19690819,Geen verstrekking in Open Data,Nee,2,4,0,0,0,0,M1,0,0,0.00,243,Nee,Nee,Nee,0,,Niet geregistreerd,NG,Ja,1995-03-30T00:00:00.000,1969-08-19T00:00:00.000,1969-08-19T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,in watergoot onder voorruit onder motorkap,,,,,,,,,,,,,,,,,,,,
886,0819UH,Personenauto,OPEL,KADETT,20181015,Niet geregistreerd,ROOD,Niet geregistreerd,4,764,864,19720526,19720526,Geen verstrekking in Open Data,Ja,4,4,0,0,0,0,M1,0,0,0.00,242,Nee,Nee,Nee,0,2020,Geen oordeel,01,Ja,2018-10-15T00:00:00.000,1972-05-26T00:00:00.000,1972-05-26T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,,,,,,,,,,,,,,,,,,,,
887,0831JV,Personenauto,OPEL,GT,19940418,Niet geregistreerd,ROOD,Niet geregistreerd,4,930,1030,19690828,19690828,Geen verstrekking in Open Data,Ja,2,4,0,0,0,0,M1,0,0,0.00,243,Nee,Nee,Nee,0,,Niet geregistreerd,NG,Ja,1994-04-18T00:00:00.000,1969-08-28T00:00:00.000,1969-08-28T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,onder voorruit in watergoot onder motorkap,,,,,,,,,,,,,,,,,,,,
888,0838JV,Personenauto,OPEL,GT,20161223,Niet geregistreerd,ROOD,Niet geregistreerd,4,930,1030,19700806,19700806,Geen verstrekking in Open Data,Nee,2,4,0,0,0,0,M1,0,0,0.00,243,Nee,Nee,Nee,0,,Niet geregistreerd,NG,Ja,2016-12-23T00:00:00.000,1970-08-06T00:00:00.000,1970-08-06T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,onder voorruit in watergoot onder motorkap,,,,,,,,,,,,,,,,,,,,
889,0850JV,Personenauto,OPEL,GT,20081004,Niet geregistreerd,ROOD,Niet geregistreerd,4,930,1030,19690905,19690905,Geen verstrekking in Open Data,Nee,2,4,0,0,0,0,M1,0,0,0.00,243,Nee,Nee,Nee,0,,Niet geregistreerd,NG,Ja,2008-10-04T00:00:00.000,1969-09-05T00:00:00.000,1969-09-05T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,,,,,,,,,,,,,,,,,,,,
890,0876UV,Personenauto,OPEL,GT,20191016,Niet geregistreerd,ROOD,Niet geregistreerd,4,930,1030,19720721,19720721,Geen verstrekking in Open Data,Ja,2,4,0,0,0,0,M1,0,0,0.00,243,Nee,Nee,Nee,0,2019,Geen oordeel,01,Ja,2019-10-16T00:00:00.000,1972-07-21T00:00:00.000,1972-07-21T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,,,,,,,,,,,,,,,,,,,,
891,0895MK,Personenauto,OPEL,OLYMPIA,19841030,Niet geregistreerd,ROOD,Niet geregistreerd,4,796,896,19691205,19691205,Geen verstrekking in Open Data,Ja,2,4,0,0,0,0,M1,0,0,0.00,242,Nee,Nee,Nee,0,2020,Geen oordeel,07,Ja,1984-10-30T00:00:00.000,1969-12-05T00:00:00.000,1969-12-05T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op slotplaat onder motorkap,,,,0,,,,,,,,,,,,,,,,
