,kenteken,voertuigsoort,merk,handelsbenaming,datum_tenaamstelling,inrichting,eerste_kleur,tweede_kleur,aantal_cilinders,massa_ledig_voertuig,massa_rijklaar,datum_eerste_toelating,datum_eerste_tenaamstelling_in_nederland,wacht_op_keuren,wam_verzekerd,aantal_deuren,aantal_wielen,afstand_hart_koppeling_tot_achterzijde_voertuig,afstand_voorzijde_voertuig_tot_hart_koppeling,lengte,breedte,europese_voertuigcategorie,technische_max_massa_voertuig,volgnummer_wijziging_eu_typegoedkeuring,vermogen_massarijklaar,wielbasis,export_indicator,openstaande_terugroepactie_indicator,taxi_indicator,maximum_massa_samenstelling,jaar_laatste_registratie_tellerstand,tellerstandoordeel,code_toelichting_tellerstandoordeel,tenaamstellen_mogelijk,datum_tenaamstelling_dt,datum_eerste_toelating_dt,datum_eerste_tenaamstelling_in_nederland_dt,api_gekentekende_voertuigen_assen,api_gekentekende_voertuigen_brandstof,api_gekentekende_voertuigen_carrosserie,api_gekentekende_voertuigen_carrosserie_specifiek,api_gekentekende_voertuigen_voertuigklasse,plaats_chassisnummer,vervaldatum_apk,vervaldatum_apk_dt,type_gasinstallatie,maximum_last_onder_de_vooras_sen_tezamen_koppeling,bruto_bpm,aantal_zitplaatsen,cilinderinhoud,toegestane_maximum_massa_voertuig,maximum_massa_trekken_ongeremd,maximum_trekken_massa_geremd,catalogusprijs,typegoedkeuringsnummer,variant,uitvoering,aantal_rolstoelplaatsen,maximum_ondersteunende_snelheid,zuinigheidsclassificatie,type,registratie_datum_goedkeuring_afschrijvingsmoment_bpm,registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt
827,07LDGS,Personenauto,OPEL,ZAFIRA-A,20130424,stationwagen,ROOD,Niet geregistreerd,4,1293,1393,20021108,20021108,Geen verstrekking in Open Data,Ja,4,4,0,0,432,0,M1,1970,0,0.05,269,Nee,Nee,Nee,3115,2021,Logisch,00,Ja,2013-04-24T00:00:00.000,2002-11-08T00:00:00.000,2002-11-08T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230210,2023-02-10T00:00:00.000,,,4553,7,1598,1970,600,1100,,e1*98/14*0110*13,HD11,2A06AK22BCB7,0,,D,,,
828,07LDGV,Personenauto,OPEL,VECTRA-C,20191018,sedan,ROOD,Niet geregistreerd,4,1365,1465,20021111,20021111,Geen verstrekking in Open Data,Ja,4,4,0,0,460,0,M1,1960,0,0.07,270,Nee,Nee,Nee,3560,2021,Logisch,00,Ja,2019-10-18T00:00:00.000,2002-11-11T00:00:00.000,2002-11-11T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20221111,2022-11-11T00:00:00.000,,,6903,5,2198,1960,715,1600,,e1*98/14*0187*03,BF11,1A07AHARGBB5,0,,D,,,
829,07LFJB,Personenauto,OPEL,AGILA,20210804,MPV,ROOD,Niet geregistreerd,4,955,1055,20021129,20021129,Geen verstrekking in Open Data,Ja,4,4,0,0,350,0,M1,1450,0,0.05,236,Nee,Nee,Nee,2277,2021,Logisch,00,Ja,2021-08-04T00:00:00.000,2002-11-29T00:00:00.000,2002-11-29T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. tegen schutbord onder motorkap,20221005,2022-10-05T00:00:00.000,,,1799,5,1199,1450,350,800,,e1*98/14*0141*06,AB11,1A06A4DAAA5,0,,D,,,
830,07LJTB,Personenauto,OPEL,ZAFIRA-A,20071016,stationwagen,ROOD,Niet geregistreerd,4,1450,1550,20030124,20030124,Geen verstrekking in Open Data,Ja,4,4,0,0,432,0,M1,2095,0,0.06,269,Nee,Nee,Nee,3405,2022,Geen oordeel,07,Ja,2007-10-16T00:00:00.000,2003-01-24T00:00:00.000,2003-01-24T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230330,2023-03-30T00:00:00.000,,,8202,7,2172,2095,600,1500,,e1*98/14*0110*13,HJ11,2A17A327HFB7,0,,F,,,
831,07LLR8,Personenauto,OPEL,ASTRA-G-CABRIO,20150922,cabriolet,ROOD,Niet geregistreerd,4,1250,1350,20040322,20100519,Geen verstrekking in Open Data,Ja,2,4,0,0,427,0,M1,1715,0,0.06,261,Nee,Nee,Nee,2745,2022,Geen oordeel,05,Ja,2015-09-22T00:00:00.000,2004-03-22T00:00:00.000,2010-05-19T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230922,2023-09-22T00:00:00.000,,,766,4,1598,1715,570,1150,,e1*98/14*0132*13,SY11,2A04AM06FDC4,0,,C,,,
832,07LNL4,Personenauto,OPEL,AGILA,20211020,stationwagen,ROOD,Niet geregistreerd,4,965,1065,20100531,20100531,Geen verstrekking in Open Data,Ja,4,4,0,0,374,0,M1,1485,0,0.06,236,Nee,Nee,Nee,1685,2022,Logisch,00,Ja,2021-10-20T00:00:00.000,2010-05-31T00:00:00.000,2010-05-31T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op r. schroefveerkoker onder motorkap,20230331,2023-03-31T00:00:00.000,,,1992,5,1242,1485,200,200,13489,e4*2001/116*0135*04,AB11,1A02A1AABA5,0,,C,H-B,,
833,07LRTL,Personenauto,OPEL,CORSA-C,20210118,hatchback,ROOD,Niet geregistreerd,4,935,1035,20030418,20030418,Geen verstrekking in Open Data,Ja,4,4,0,0,382,0,M1,1455,0,0.05,249,Nee,Nee,Nee,2360,2022,Logisch,00,Ja,2021-01-18T00:00:00.000,2003-04-18T00:00:00.000,2003-04-18T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230419,2023-04-19T00:00:00.000,,,2739,5,1199,1455,450,950,,e1*98/14*0148*06,DB11,1A07A3CBCA5,0,,C,,,
834,07NBKB,Personenauto,OPEL,ZAFIRA-A,20210714,stationwagen,ROOD,Niet geregistreerd,4,1335,1435,20030711,20030711,Geen verstrekking in Open Data,Ja,4,4,0,0,432,0,M1,1980,0,0.06,269,Nee,Nee,Nee,3325,2022,Logisch,00,Ja,2021-07-14T00:00:00.000,2003-07-11T00:00:00.000,2003-07-11T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230415,2023-04-15T00:00:00.000,,,5970,7,1796,1980,600,1300,,e1*98/14*0110*14,HE11,2A12AY14FCB7,0,,D,,,
835,07NDJX,Personenauto,OPEL,CORSA-C,20220527,hatchback,ROOD,Niet geregistreerd,4,910,1010,20030730,20030730,Geen verstrekking in Open Data,Ja,2,4,0,0,382,0,M1,1430,0,0.05,249,Nee,Nee,Nee,2360,2022,Logisch,00,Ja,2022-05-27T00:00:00.000,2003-07-30T00:00:00.000,2003-07-30T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230221,2023-02-21T00:00:00.000,,,1968,5,1199,1430,450,1000,,e1*98/14*0148*06,AB11,1A02A2BBCA5,0,,C,,,
836,07NDSX,Personenauto,OPEL,MERIVA-A,20140221,MPV,ROOD,Niet geregistreerd,4,1275,1375,20030805,20030805,Geen verstrekking in Open Data,Ja,4,4,0,0,404,0,M1,1855,0,0.05,263,Nee,Nee,Nee,3080,2022,Logisch,00,Ja,2014-02-21T00:00:00.000,2003-08-05T00:00:00.000,2003-08-05T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230306,2023-03-06T00:00:00.000,,,3864,5,1598,1855,675,1200,,e1*2001/116*0215*01,BB11,1A02A4CAAF5,0,,D,,,
837,07NHXK,Personenauto,OPEL,CORSA-C,20190215,hatchback,ROOD,Niet geregistreerd,4,910,1010,20030930,20030930,Geen verstrekking in Open Data,Ja,2,4,0,0,382,0,M1,1430,0,0.05,249,Nee,Nee,Nee,2360,2021,Logisch,00,Ja,2019-02-15T00:00:00.000,2003-09-30T00:00:00.000,2003-09-30T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20221115,2022-11-15T00:00:00.000,,,2340,5,1199,1430,450,1000,,e1*98/14*0148*06,AB11,1A02A2BBCA5,0,,C,,,
838,07NLKR,Personenauto,OPEL,ASTRA-G-CC,20190114,hatchback,ROOD,Niet geregistreerd,4,1095,1195,20031125,20031125,Geen verstrekking in Open Data,Ja,4,4,0,0,411,0,M1,1660,0,0.05,261,Nee,Nee,Nee,2760,2022,Logisch,00,Ja,2019-01-14T00:00:00.000,2003-11-25T00:00:00.000,2003-11-25T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230529,2023-05-29T00:00:00.000,,,3579,5,1598,1660,570,1100,,e1*98/14*0086*17,DR11,5A40BS36FDG5,0,,C,,,
839,07NLV3,Personenauto,OPEL,AGILA,20161104,stationwagen,ROOD,Niet geregistreerd,4,965,1065,20101011,20101011,Geen verstrekking in Open Data,Ja,4,4,0,0,374,0,M1,1485,0,0.06,236,Nee,Nee,Nee,1685,2022,Logisch,00,Ja,2016-11-04T00:00:00.000,2010-10-11T00:00:00.000,2010-10-11T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op r. schroefveerkoker onder motorkap,20230713,2023-07-13T00:00:00.000,,,1898,5,1242,1485,200,200,12989,e4*2001/116*0135*05,AB11,1A02A1AABA5,0,0.00,C,H-B,,
840,07NNBG,Personenauto,OPEL,MERIVA-A,20190706,MPV,ROOD,Niet geregistreerd,4,1275,1375,20031208,20031208,Geen verstrekking in Open Data,Ja,4,4,0,0,404,0,M1,1855,0,0.05,263,Nee,Nee,Nee,2855,2021,Logisch,00,Ja,2019-07-06T00:00:00.000,2003-12-08T00:00:00.000,2003-12-08T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20221212,2022-12-12T00:00:00.000,,,3984,5,1598,1855,675,1200,,e1*2001/116*0215*03,BB11,1A02A4CCAF5,0,,D,,,
841,07NPK5,Personenauto,OPEL,ASTRA,20140815,MPV,ROOD,Niet geregistreerd,4,1390,1490,20101022,20101022,Geen verstrekking in Open Data,Ja,4,4,0,0,0,0,M1,1965,0,0.09,269,Nee,Nee,Nee,3510,2022,Logisch,00,Ja,2014-08-15T00:00:00.000,2010-10-22T00:00:00.000,2010-10-22T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,by bodemplaat r. voorzitting,20230530,2023-05-30T00:00:00.000,,,5615,5,1598,1965,730,1500,28270,e1*2007/46*0141*06,BJ11,1A06A8ANEKE5,0,0.00,C,P-J,,
842,07NSST,Personenauto,OPEL,MERIVA-A,20210906,MPV,ROOD,Niet geregistreerd,4,1275,1375,20040205,20040205,Geen verstrekking in Open Data,Nee,4,4,0,0,404,0,M1,1855,0,0.05,263,Nee,Nee,Nee,3080,2021,Logisch,00,Ja,2021-09-06T00:00:00.000,2004-02-05T00:00:00.000,2004-02-05T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20220330,2022-03-30T00:00:00.000,,,4159,5,1598,1855,675,1200,,e1*2001/116*0215*03,BB11,1A02A4CAAF5,0,,D,,,
843,07NVJ5,Personenauto,OPEL,AGILA,20150523,stationwagen,ROOD,Niet geregistreerd,3,950,1050,20101201,20101201,Geen verstrekking in Open Data,Ja,4,4,0,0,374,0,M1,1485,0,0.05,236,Nee,Nee,Nee,0,2021,Logisch,00,Ja,2015-05-23T00:00:00.000,2010-12-01T00:00:00.000,2010-12-01T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op r. schroefveerkoker onder motorkap,20221205,2022-12-05T00:00:00.000,,,789,5,996,1485,,,11795,e4*2001/116*0135*06,AA11,1AAAA1AAAA5,0,,B,H-B,,
844,07NZFF,Personenauto,OPEL,MERIVA-A,20101004,MPV,ROOD,Niet geregistreerd,4,1250,1350,20040331,20040331,Geen verstrekking in Open Data,Ja,4,4,0,0,404,0,M1,1830,0,0.05,263,Nee,Nee,Nee,2830,2021,Logisch,00,Ja,2010-10-04T00:00:00.000,2004-03-31T00:00:00.000,2004-03-31T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20221103,2022-11-03T00:00:00.000,,,4104,5,1598,1830,675,1200,,e1*2001/116*0215*03,BA11,1A01A2BAAD5,0,,E,,,
845,07PBNJ,Personenauto,OPEL,MERIVA-A,20040515,MPV,ROOD,Niet geregistreerd,4,1275,1375,20040515,20040515,Geen verstrekking in Open Data,Ja,4,4,0,0,404,0,M1,1855,0,0.05,263,Nee,Nee,Nee,2855,2022,Logisch,00,Ja,2004-05-15T00:00:00.000,2004-05-15T00:00:00.000,2004-05-15T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230901,2023-09-01T00:00:00.000,,,4420,5,1598,1855,675,1200,,e1*2001/116*0215*03,BB11,1A02A4CCAF5,0,,D,,,
846,07PBXF,Personenauto,OPEL,ASTRA,20100219,hatchback,ROOD,Niet geregistreerd,4,1165,1265,20040427,20040427,Geen verstrekking in Open Data,Ja,4,4,0,0,425,0,M1,1760,0,0.06,261,Nee,Nee,Nee,3005,2022,Logisch,00,Ja,2010-02-19T00:00:00.000,2004-04-27T00:00:00.000,2004-04-27T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230217,2023-02-17T00:00:00.000,,,4846,5,1598,1760,630,1200,,e1*2001/116*0261*01,BB11,1A02A4EABG5,0,,C,,,
847,07PHT3,Personenauto,OPEL,AGILA,20151204,stationwagen,ROOD,Niet geregistreerd,4,965,1065,20110128,20110128,Geen verstrekking in Open Data,Ja,4,4,0,0,374,0,M1,1485,0,0.06,236,Nee,Nee,Nee,1685,2021,Logisch,00,Ja,2015-12-04T00:00:00.000,2011-01-28T00:00:00.000,2011-01-28T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op r. schroefveerkoker onder motorkap,20221204,2022-12-04T00:00:00.000,,,2032,5,1242,1485,200,200,12721,e4*2001/116*0135*04,AB11,1A02A1AABA5,0,,C,H-B,,
848,07PPH7,Personenauto,OPEL,CORSA,20180331,MPV,ROOD,Niet geregistreerd,4,1040,1140,20110228,20110228,Geen verstrekking in Open Data,Ja,2,4,0,0,0,0,M1,1585,0,0.06,251,Nee,Nee,Nee,2590,2022,Logisch,00,Ja,2018-03-31T00:00:00.000,2011-02-28T00:00:00.000,2011-02-28T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230714,2023-07-14T00:00:00.000,,,2466,5,1398,1585,500,1000,15874,e1*2001/116*0379*13,FR11,1A03A5K0ACA5,0,,B,S-D,,
849,07PVN2,Personenauto,OPEL,CORSA,20111004,MPV,ROOD,Niet geregistreerd,4,1040,1140,20110331,20110331,Geen verstrekking in Open Data,Ja,2,4,0,0,0,0,M1,1585,0,0.06,251,Nee,Nee,Nee,2590,2022,Logisch,00,Ja,2011-10-04T00:00:00.000,2011-03-31T00:00:00.000,2011-03-31T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230414,2023-04-14T00:00:00.000,,,2913,5,1398,1585,500,1000,17209,e1*2001/116*0379*16,FR11,1A06A5K0ACG5,0,0.00,B,S-D,,
850,07RDT8,Personenauto,OPEL,CORSA,20150206,MPV,ROOD,Niet geregistreerd,4,1040,1140,20110429,20110429,Geen verstrekking in Open Data,Ja,2,4,0,0,0,0,M1,1585,0,0.06,251,Nee,Nee,Nee,2590,2022,Logisch,00,Ja,2015-02-06T00:00:00.000,2011-04-29T00:00:00.000,2011-04-29T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230713,2023-07-13T00:00:00.000,,,2913,5,1398,1585,500,1000,17209,e1*2001/116*0379*16,FR11,1A06A5K0ACG5,0,0.00,B,S-D,,
851,07RJKS,Personenauto,OPEL,AGILA,20050420,MPV,ROOD,Niet geregistreerd,4,955,1055,20050420,20050420,Geen verstrekking in Open Data,Ja,4,4,0,0,354,0,M1,1450,0,0.06,236,Nee,Nee,Nee,2127,2022,Logisch,00,Ja,2005-04-20T00:00:00.000,2005-04-20T00:00:00.000,2005-04-20T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. tegen schutbord onder motorkap,20230309,2023-03-09T00:00:00.000,,,2522,5,1229,1450,350,650,13265,e1*98/14*0141*10,AE11,1A06A4DCDA5,0,,C,,,
852,07RLJ1,Personenauto,OPEL,MERIVA,20180921,MPV,ROOD,Niet geregistreerd,4,1260,1360,20110620,20110620,Geen verstrekking in Open Data,Ja,4,4,0,0,429,0,M1,1903,0,0.05,264,Nee,Nee,Nee,2723,2022,Logisch,00,Ja,2018-09-21T00:00:00.000,2011-06-20T00:00:00.000,2011-06-20T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. voorzitting,20220920,2022-09-20T00:00:00.000,,,4038,5,1398,1903,670,750,21558,e4*2007/46*0165*01,BC11,1AABA2BADA5,0,0.00,B,S-D/ MONOCAB B,,
853,07RPRJ,Personenauto,OPEL,CORSA-C,20220618,hatchback,ROOD,Niet geregistreerd,4,910,1010,20050630,20050630,Geen verstrekking in Open Data,Ja,2,4,0,0,384,0,M1,1430,0,0.06,249,Nee,Nee,Nee,2360,2022,Logisch,00,Ja,2022-06-18T00:00:00.000,2005-06-30T00:00:00.000,2005-06-30T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230617,2023-06-17T00:00:00.000,,,2105,5,1229,1430,450,1000,11749,e1*98/14*0148*11,AL11,1A02A2BBCA5,0,,B,,,
854,07RRX1,Personenauto,OPEL,AGILA,20170506,stationwagen,ROOD,Niet geregistreerd,4,965,1065,20110714,20110714,Geen verstrekking in Open Data,Ja,4,4,0,0,374,0,M1,1485,0,0.06,236,Nee,Nee,Nee,1685,2022,Logisch,00,Ja,2017-05-06T00:00:00.000,2011-07-14T00:00:00.000,2011-07-14T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op r. schroefveerkoker onder motorkap,20230508,2023-05-08T00:00:00.000,,,772,5,1242,1485,200,200,11665,e4*2001/116*0135*08,AF11,3AABA1AABA5,0,0.00,B,H-B,,
855,07RSG4,Personenauto,OPEL,CORSA,20210313,MPV,ROOD,Niet geregistreerd,4,1099,1199,20110715,20110715,Geen verstrekking in Open Data,Ja,4,4,0,0,0,0,M1,1635,0,0.06,251,Nee,Nee,Nee,2185,2022,Logisch,00,Ja,2021-03-13T00:00:00.000,2011-07-15T00:00:00.000,2011-07-15T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230312,2023-03-12T00:00:00.000,,,,5,1248,1635,500,500,18215,e1*2001/116*0379*16,PY11,4A12D6A7LJM5,0,0.00,A,S-D,,
856,07RSXP,Personenauto,OPEL,MERIVA-A,20210908,MPV,ROOD,Niet geregistreerd,4,1275,1375,20050816,20050816,Geen verstrekking in Open Data,Ja,4,4,0,0,404,0,M1,1855,0,0.05,263,Nee,Nee,Nee,3080,2021,Logisch,00,Ja,2021-09-08T00:00:00.000,2005-08-16T00:00:00.000,2005-08-16T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20220902,2022-09-02T00:00:00.000,,,4857,5,1598,1855,675,1200,21747,e1*2001/116*0215*05,BB11,1A02A4CBAF5,0,,D,,,
857,07RZFZ,Personenauto,OPEL,CORSA-C,20060816,hatchback,ROOD,Niet geregistreerd,4,935,1035,20051013,20051013,Geen verstrekking in Open Data,Ja,4,4,0,0,384,0,M1,1455,0,0.06,249,Nee,Nee,Nee,2360,2022,Logisch,00,Ja,2006-08-16T00:00:00.000,2005-10-13T00:00:00.000,2005-10-13T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230301,2023-03-01T00:00:00.000,,,3022,5,1229,1455,450,950,15077,e1*98/14*0148*12,DL11,1A07A3CBCA5,0,,B,,,
858,07RZGB,Personenauto,OPEL,CORSA-C,20210902,hatchback,ROOD,Niet geregistreerd,4,910,1010,20051015,20051015,Geen verstrekking in Open Data,Ja,2,4,0,0,384,0,M1,1455,0,0.06,249,Nee,Nee,Nee,2400,2022,Logisch,00,Ja,2021-09-02T00:00:00.000,2005-10-15T00:00:00.000,2005-10-15T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230809,2023-08-09T00:00:00.000,,,3606,5,1229,1455,450,1000,17199,e1*98/14*0148*12,BL11,1A02A3CEBA5,0,,B,,,
