;kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_ondersteunende_snelheid;oplegger_geremd;vervaldatum_tachograaf;vervaldatum_tachograaf_dt;type_gasinstallatie;maximum_trekken_massa_geremd;maximale_constructiesnelheid;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt
736;7VVP30;Bedrijfsauto;VOLKSWAGEN;TRANSPORTER DOUBLECAB;20230616;20201002;12751;MPV;6;N.v.t.;N.v.t.;4;1968;1905;2800;2005;750;20120509;20120509;Geen verstrekking in Open Data;52806;Ja;895;2500;2500;0;4;0;0;0;190;N1;by schutbord;2800;7HC-PON;e4*2007/46*0381*02;GCAAC280X0;LNFM6500816NVR07MGG0S;0;0.05;340;Nee;Nee;Nee;5200;0;2022;Logisch;00;Ja;2023-06-16T00:00:00.000;2020-10-02T00:00:00.000;2012-05-09T00:00:00.000;2012-05-09T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
737;7VVP31;Bedrijfsauto;VOLKSWAGEN;TRANSPORTER DOUBLECAB;20230222;20201119;17313;gesloten opbouw;6;N.v.t.;N.v.t.;4;1968;1995;3000;2095;750;20130215;20130215;Geen verstrekking in Open Data;71101;Ja;1005;2500;2500;0;4;0;0;0;190;N1;by schutbord;3000;7HC-PON;e4*2007/46*0381*02;GCFCA300X1;LNAD7BT0117NVR07MGG0S;0;0.06;340;Nee;Nee;Nee;5300;0;2022;Logisch;00;Ja;2023-02-22T00:00:00.000;2020-11-19T00:00:00.000;2013-02-15T00:00:00.000;2013-02-15T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
738;7VVP32;Bedrijfsauto;VOLKSWAGEN;TRANSPORTER;20230825;20210112;11162;gesloten opbouw;3;N.v.t.;N.v.t.;4;1968;1862;3200;1962;750;20120515;20120515;Geen verstrekking in Open Data;45535;Ja;1338;2500;2500;0;4;0;0;529;190;N1;r. schutbord motorruimte;3200;7J0;e1*2007/46*0130*07;GCAAC320X0;LNFM6500816NVR07MGG3SS;0;0.05;340;Nee;Nee;Nee;5200;0;2022;Logisch;00;Ja;2023-08-25T00:00:00.000;2021-01-12T00:00:00.000;2012-05-15T00:00:00.000;2012-05-15T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
739;7VVP34;Bedrijfsauto;VOLKSWAGEN;TRANSPORTER;20230516;20201211;11341;gesloten opbouw;3;N.v.t.;N.v.t.;4;1968;1834;2800;1934;750;20120516;20120516;Geen verstrekking in Open Data;46279;Ja;966;2500;2500;0;4;0;0;489;190;N1;r. schutbord motorruimte;2800;7J0;e1*2007/46*0130*07;GCAAC280X0;NNFM6500816NVR07MGG3RS;0;0.05;300;Nee;Nee;Nee;5200;0;2022;Logisch;00;Ja;2023-05-16T00:00:00.000;2020-12-11T00:00:00.000;2012-05-16T00:00:00.000;2012-05-16T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
740;7VVP37;Bedrijfsauto;VOLKSWAGEN;TRANSPORTER DOUBLECAB;20230331;20220402;12871;MPV;6;N.v.t.;N.v.t.;4;1968;1905;2800;2005;750;20120515;20120515;Geen verstrekking in Open Data;52638;Ja;895;2500;2500;0;4;0;0;0;190;N1;by schutbord;2800;7HC-PON;e4*2007/46*0381*01;GCAAC280X0;LNFM6500816NVR07MGG0S;0;0.05;340;Nee;Nee;Nee;5200;0;2022;Logisch;00;Ja;2023-03-31T00:00:00.000;2022-04-02T00:00:00.000;2012-05-15T00:00:00.000;2012-05-15T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
741;7VVP38;Bedrijfsauto;VOLKSWAGEN;CRAFTER;20230610;20171130;14025;gesloten opbouw;3;N.v.t.;N.v.t.;4;1968;2367;3500;2467;750;20120509;20120509;Geen verstrekking in Open Data;57436;Ja;1133;2000;2000;0;4;0;0;695;199;N1;r. schutbord;3500;2EKZ;e1*2007/46*0518*03;LM4E1350N;LEE43VA3;0;0.04;433;Nee;Nee;Nee;5500;0;2022;Logisch;00;Ja;2023-06-10T00:00:00.000;2017-11-30T00:00:00.000;2012-05-09T00:00:00.000;2012-05-09T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
742;7VVP41;Bedrijfsauto;FUSO;CANTER;20230225;20120521;8878;open wagen;3;N.v.t.;N.v.t.;4;2998;2100;3500;2200;750;20120521;20120521;Geen verstrekking in Open Data;36040;Ja;1400;3500;3500;0;4;0;0;0;172;N1;r. balk by vooras;3500;0;0;0;0;0;0.04;251;Nee;Ja;Nee;7000;0;2022;Logisch;00;Ja;2023-02-25T00:00:00.000;2012-05-21T00:00:00.000;2012-05-21T00:00:00.000;2012-05-21T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
743;7VVP42;Bedrijfsauto;CITROEN;C-CROSSER;20230630;20120519;12272;gesloten opbouw;2;N.v.t.;N.v.t.;4;2179;1690;2410;1790;750;20120519;20120519;Geen verstrekking in Open Data;50147;Ja;720;2000;2000;0;4;0;0;0;181;N1;r. tegen schutbord onder motorkap;2410;0;0;0;0;0;0.06;267;Nee;Ja;Nee;4510;0;2022;Logisch;00;Ja;2023-06-30T00:00:00.000;2012-05-19T00:00:00.000;2012-05-19T00:00:00.000;2012-05-19T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
744;7VVP43;Bedrijfsauto;VOLKSWAGEN;TRANSPORTER;20221023;20181026;10753;gesloten opbouw;6;N.v.t.;N.v.t.;4;1968;1977;2800;2077;750;20120209;20130830;Geen verstrekking in Open Data;43835;Ja;823;2500;2500;0;4;0;0;0;190;N1;r. schutbord motorruimte;2800;0;0;0;0;0;0.05;340;Nee;Nee;Nee;5200;0;2021;Geen oordeel;05;Ja;2022-10-23T00:00:00.000;2018-10-26T00:00:00.000;2012-02-09T00:00:00.000;2013-08-30T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
745;7VVP44;Bedrijfsauto;MERCEDES-BENZ;SPRINTER;20230926;20120526;11311;gesloten opbouw;3;N.v.t.;N.v.t.;4;2143;2205;3000;2305;750;20100526;20120526;Geen verstrekking in Open Data;46154;Ja;795;2000;2000;0;4;0;0;0;199;N1;by schutbord;3000;0;0;0;0;0;0.04;366;Nee;Nee;Nee;5000;0;2022;Geen oordeel;05;Ja;2023-09-26T00:00:00.000;2012-05-26T00:00:00.000;2010-05-26T00:00:00.000;2012-05-26T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
746;7VVP46;Bedrijfsauto;KIA;SORENTO;20230804;20220407;10686;gesloten opbouw;2;N.v.t.;N.v.t.;4;2199;1748;2510;1848;750;20120521;20120521;Geen verstrekking in Open Data;43558;Ja;762;2000;2000;0;4;0;0;0;189;N1;r. voorzitting;2510;0;0;0;0;0;0.08;270;Nee;Nee;Nee;4510;0;2022;Logisch;00;Ja;2023-08-04T00:00:00.000;2022-04-07T00:00:00.000;2012-05-21T00:00:00.000;2012-05-21T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
747;7VVP48;Bedrijfsauto;KIA;SORENTO;20230121;20161123;12541;gesloten opbouw;2;N.v.t.;N.v.t.;4;2199;1788;2510;1888;750;20120526;20120526;Geen verstrekking in Open Data;51266;Ja;722;2500;2500;0;4;0;0;0;189;N1;r. voorzitting;2510;0;0;0;0;0;0.08;270;Nee;Nee;Nee;5010;0;2022;Logisch;00;Ja;2023-01-21T00:00:00.000;2016-11-23T00:00:00.000;2012-05-26T00:00:00.000;2012-05-26T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
748;7VVP50;Bedrijfsauto;OPEL;ASTRA SPORTS TOURER;20210507;20210319;8516;gesloten opbouw;2;N.v.t.;N.v.t.;4;1686;1511;2120;1611;750;20120507;20120507;Geen verstrekking in Open Data;34535;Ja;609;1100;1100;0;4;0;0;0;181;N1;r. voorzitting;2120;0;0;0;0;0;0.05;269;Nee;Nee;Nee;3270;0;2021;Logisch;00;Ja;2021-05-07T00:00:00.000;2021-03-19T00:00:00.000;2012-05-07T00:00:00.000;2012-05-07T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
749;7VVP51;Bedrijfsauto;TOYOTA;N16/17;20211215;20120507;0;open wagen;5;N.v.t.;N.v.t.;4;2494;1670;2515;1770;750;20020903;20120507;Geen verstrekking in Open Data;0;Nee;845;2250;2250;0;4;0;0;0;169;N1;r. balk a. vooras;2515;0;0;0;0;0;0.04;286;Nee;Nee;Nee;4765;0;2022;Geen oordeel;05;Ja;2021-12-15T00:00:00.000;2012-05-07T00:00:00.000;2002-09-03T00:00:00.000;2012-05-07T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
750;7VVP52;Bedrijfsauto;LAND ROVER;DEFENDER 90;20230806;20160331;10261;open wagen;2;N.v.t.;N.v.t.;4;2402;1710;2400;1810;750;20120524;20120524;Geen verstrekking in Open Data;41791;Ja;690;3500;3500;0;4;0;0;0;176;N1;r. balk v. vooras;2400;0;0;0;0;0;0.05;236;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-08-06T00:00:00.000;2016-03-31T00:00:00.000;2012-05-24T00:00:00.000;2012-05-24T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
751;7VVP54;Bedrijfsauto;VOLKSWAGEN;TRANSPORTER;20230130;20180129;8310;gesloten opbouw;3;N.v.t.;N.v.t.;4;1896;1700;2800;1800;750;20080709;20130123;Geen verstrekking in Open Data;0;Ja;1100;2200;2200;0;4;0;0;0;190;N1;schutbord motorruimte;2800;0;0;0;0;0;0.04;300;Nee;Nee;Nee;4900;0;2022;Geen oordeel;05;Ja;2023-01-30T00:00:00.000;2018-01-29T00:00:00.000;2008-07-09T00:00:00.000;2013-01-23T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
752;7VVP55;Bedrijfsauto;DODGE;RAM 1500;20230522;20161031;11948;open wagen;5;N.v.t.;N.v.t.;8;5654;2566;3500;2666;750;20120515;20120515;Geen verstrekking in Open Data;53712;Ja;934;3500;3500;0;4;0;0;0;207;N1;r. balk a. vooras;3500;0;0;0;0;0;0.11;358;Nee;Ja;Nee;7000;0;2022;Logisch;00;Ja;2023-05-22T00:00:00.000;2016-10-31T00:00:00.000;2012-05-15T00:00:00.000;2012-05-15T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;G3 gasinstallatie;0;0;0;0
753;7VVP56;Bedrijfsauto;MITSUBISHI;MITSUBISHI PAJERO;20221120;20160305;15036;gesloten opbouw;2;N.v.t.;N.v.t.;4;3200;2160;2665;2260;750;20080213;20120515;Geen verstrekking in Open Data;0;Nee;505;2800;2800;0;4;0;0;0;188;N1;midden tegen schutbord onder motorkap;2665;0;0;0;0;0;0.06;255;Nee;Nee;Nee;5565;0;2021;Geen oordeel;05;Ja;2022-11-20T00:00:00.000;2016-03-05T00:00:00.000;2008-02-13T00:00:00.000;2012-05-15T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
754;7VVP58;Bedrijfsauto;OPEL;ASTRA SPORTS TOURER;20230512;20220510;8516;gesloten opbouw;2;N.v.t.;N.v.t.;4;1686;1511;2120;1611;750;20120507;20120507;Geen verstrekking in Open Data;34535;Ja;609;1100;1100;0;4;0;0;0;181;N1;r. voorzitting;2120;0;0;0;0;0;0.05;269;Ja;Nee;Nee;3270;0;2022;Logisch;00;Nee;2023-05-12T00:00:00.000;2022-05-10T00:00:00.000;2012-05-07T00:00:00.000;2012-05-07T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
755;7VVP59;Bedrijfsauto;KIA;SORENTO;20230518;20120518;11990;gesloten opbouw;2;N.v.t.;N.v.t.;4;2199;1748;2510;1848;750;20120518;20120518;Geen verstrekking in Open Data;48979;Ja;762;2000;2000;0;4;0;0;0;189;N1;r. voorzitting;2510;0;0;0;0;0;0.08;270;Nee;Nee;Nee;4510;0;2022;Logisch;00;Ja;2023-05-18T00:00:00.000;2012-05-18T00:00:00.000;2012-05-18T00:00:00.000;2012-05-18T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
756;7VVP60;Bedrijfsauto;MERCEDES-BENZ;SPRINTER;20230405;20120514;10718;gesloten opbouw;3;N.v.t.;N.v.t.;4;2143;2200;3000;2300;750;20100326;20120514;Geen verstrekking in Open Data;43688;Ja;800;2000;2000;0;4;0;0;0;199;N1;schutbord by motorruimte;3000;0;0;0;0;0;0.04;366;Nee;Nee;Nee;5000;0;2022;Geen oordeel;05;Ja;2023-04-05T00:00:00.000;2012-05-14T00:00:00.000;2010-03-26T00:00:00.000;2012-05-14T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
757;7VVP64;Bedrijfsauto;MERCEDES-BENZ;VITO;20230213;20140211;10317;gesloten opbouw;3;N.v.t.;N.v.t.;4;2148;1885;2940;1985;0;20090729;20130424;Geen verstrekking in Open Data;0;Ja;1055;2000;2000;0;4;0;0;0;191;N1;midden tegen schutbord onder motorkap;2940;0;0;0;0;0;0.04;343;Nee;Nee;Nee;4440;0;2022;Geen oordeel;07;Ja;2023-02-13T00:00:00.000;2014-02-11T00:00:00.000;2009-07-29T00:00:00.000;2013-04-24T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
758;7VVP66;Bedrijfsauto;IVECO;DAILY;20221224;20120507;9886;open wagen;3;N.v.t.;N.v.t.;4;2287;1765;3500;1865;750;20110307;20120507;Geen verstrekking in Open Data;40232;Ja;1735;3500;3500;0;4;0;0;0;226;N1;r. balk by vooras;3500;0;0;0;0;0;0.05;375;Nee;Nee;Nee;7000;0;2021;Geen oordeel;05;Ja;2022-12-24T00:00:00.000;2012-05-07T00:00:00.000;2011-03-07T00:00:00.000;2012-05-07T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
759;7VVP67;Bedrijfsauto;MERCEDES-BENZ;111 CDI;20220925;20180222;10317;gesloten opbouw;3;N.v.t.;N.v.t.;4;2148;1885;2940;1985;750;20090729;20121204;Geen verstrekking in Open Data;0;Ja;1055;2000;2000;0;4;0;0;0;188;N1;schutbord by motorruimte;2940;0;0;0;0;0;0.04;343;Nee;Nee;Nee;4440;0;2021;Geen oordeel;05;Ja;2022-09-25T00:00:00.000;2018-02-22T00:00:00.000;2009-07-29T00:00:00.000;2012-12-04T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
760;7VVP69;Bedrijfsauto;MERCEDES-BENZ;VITO;20230317;20130924;8734;gesloten opbouw;3;N.v.t.;N.v.t.;4;2143;1800;2800;1900;750;20110215;20130606;Geen verstrekking in Open Data;35445;Ja;1000;2000;2000;0;4;0;0;501;191;N1;schutbord motorruimte;2800;639/4;e1*2007/46*0458*01;VAA11280N;2M4B1R23;0;0.04;320;Nee;Ja;Nee;4600;0;2022;Geen oordeel;05;Ja;2023-03-17T00:00:00.000;2013-09-24T00:00:00.000;2011-02-15T00:00:00.000;2013-06-06T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
761;7VVP70;Bedrijfsauto;FIAT;FIAT DUCATO;20221018;20190222;8823;gesloten opbouw;3;N.v.t.;N.v.t.;4;1956;1866;3000;1966;750;20120522;20120522;Geen verstrekking in Open Data;35830;Ja;1134;2000;2000;0;4;0;0;496;205;N1;r. voorwielscherm by vooras;3000;250;e3*2007/46*0044*02;ARMFA;DY;0;0.04;300;Nee;Nee;Nee;5000;0;2022;Logisch;00;Ja;2022-10-18T00:00:00.000;2019-02-22T00:00:00.000;2012-05-22T00:00:00.000;2012-05-22T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
762;7VVP71;Bedrijfsauto;FIAT;SCUDO;20221104;20170228;9469;gesloten opbouw;2;N.v.t.;N.v.t.;4;1997;1760;2743;1860;750;20120612;20120612;Geen verstrekking in Open Data;38517;Ja;983;2000;2000;0;4;0;0;0;190;N1;r. watergoot;2743;270;e2*2007/46*0056*03;ZXG1B;ZA;0;0.06;300;Nee;Nee;Nee;4743;0;2021;Logisch;00;Ja;2022-11-04T00:00:00.000;2017-02-28T00:00:00.000;2012-06-12T00:00:00.000;2012-06-12T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
763;7VVP72;Bedrijfsauto;NISSAN;NISSAN NV200;20230311;20120511;6064;gesloten opbouw;2;N.v.t.;N.v.t.;4;1461;1290;2000;1390;640;20120511;20120511;Geen verstrekking in Open Data;24098;Ja;710;1100;1100;0;4;0;0;440;170;N1;r. voorzitting;2000;M20N;e11*2007/46*0017*06;E;E11;1;0.05;273;Nee;Nee;Nee;3100;0;2022;Logisch;00;Ja;2023-03-11T00:00:00.000;2012-05-11T00:00:00.000;2012-05-11T00:00:00.000;2012-05-11T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
764;7VVP74;Bedrijfsauto;FIAT;FIAT DUCATO;20230517;20191025;10123;gesloten opbouw;2;N.v.t.;N.v.t.;4;2287;1872;3000;1972;750;20120515;20120515;Geen verstrekking in Open Data;41236;Ja;1128;2500;2500;0;4;0;0;496;205;N1;r. voorwielscherm by vooras;3000;250;e3*2007/46*0044*02;ANMFA;DY 1;0;0.06;300;Nee;Nee;Nee;5500;0;2022;Logisch;00;Ja;2023-05-17T00:00:00.000;2019-10-25T00:00:00.000;2012-05-15T00:00:00.000;2012-05-15T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
765;7VVP75;Bedrijfsauto;FIAT;SCUDO BUSINESSVAN;20221008;20211111;9729;gesloten opbouw;5;N.v.t.;N.v.t.;4;1997;1849;2932;1949;750;20120514;20120514;Geen verstrekking in Open Data;39598;Ja;1083;2000;2000;0;4;0;0;0;190;N1;r. watergoot;2932;270-SA;e4*2007/46*0473*00;ZXL1B;WAL5;0;0.05;312;Nee;Nee;Nee;4932;0;2022;Logisch;00;Ja;2022-10-08T00:00:00.000;2021-11-11T00:00:00.000;2012-05-14T00:00:00.000;2012-05-14T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
766;7VVP76;Bedrijfsauto;FIAT;SCUDO BUSINESSVAN;20230816;20200817;9652;gesloten opbouw;2;N.v.t.;N.v.t.;4;1997;1855;2932;1955;750;20120514;20120514;Geen verstrekking in Open Data;39277;Ja;1077;2000;2000;0;4;0;0;0;190;N1;r. watergoot;2932;270-SA;e4*2007/46*0473*00;ZXL1B;WAL5;0;0.05;312;Nee;Nee;Nee;4932;0;2022;Logisch;00;Ja;2023-08-16T00:00:00.000;2020-08-17T00:00:00.000;2012-05-14T00:00:00.000;2012-05-14T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
