;kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_ondersteunende_snelheid;oplegger_geremd;vervaldatum_tachograaf;vervaldatum_tachograaf_dt;type_gasinstallatie;maximum_trekken_massa_geremd;maximale_constructiesnelheid;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt
181;7VTZ72;Bedrijfsauto;OPEL;COMBO;20230422;20120329;4733;gesloten opbouw;2;N.v.t.;N.v.t.;4;1248;1220;1720;1320;550;20120329;20120329;Geen verstrekking in Open Data;18870;Ja;500;1000;1000;0;4;0;0;432;168;N1;r. voorzitting;1835;COMBO-C-VAN;e1*2007/46*0129*03;BG11;4A09EECBA2;0;0.04;272;Nee;Nee;Nee;2815;0;2022;Logisch;00;Ja;2023-04-22T00:00:00.000;2012-03-29T00:00:00.000;2012-03-29T00:00:00.000;2012-03-29T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
182;7VTZ75;Bedrijfsauto;OPEL;COMBO VAN;20230929;20181011;6115;gesloten opbouw;2;N.v.t.;N.v.t.;4;1248;1305;2330;1405;500;20120328;20120328;Geen verstrekking in Open Data;24613;Ja;1025;1000;1000;0;4;0;0;0;183;N1;by bodemplaat r. voorzitting;2330;COMBO-D-VAN;e3*2007/46*0076*02;WXC1A;A5D;0;0.05;311;Nee;Nee;Nee;3330;0;2022;Logisch;00;Ja;2023-09-29T00:00:00.000;2018-10-11T00:00:00.000;2012-03-28T00:00:00.000;2012-03-28T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
183;7VTZ76;Bedrijfsauto;OPEL;COMBO VAN;20230118;20190122;6115;gesloten opbouw;2;N.v.t.;N.v.t.;4;1248;1305;2330;1405;500;20120328;20120328;Geen verstrekking in Open Data;24613;Ja;1025;1000;1000;0;4;0;0;0;183;N1;by bodemplaat r. voorzitting;2330;COMBO-D-VAN;e3*2007/46*0076*02;WXC1A;A5D;0;0.05;311;Nee;Nee;Nee;3330;0;2022;Logisch;00;Ja;2023-01-18T00:00:00.000;2019-01-22T00:00:00.000;2012-03-28T00:00:00.000;2012-03-28T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
184;7VTZ77;Bedrijfsauto;OPEL;VIVARO;20230401;20220618;7858;gesloten opbouw;3;N.v.t.;N.v.t.;4;1995;1831;2790;1931;750;20120330;20120330;Geen verstrekking in Open Data;31860;Ja;959;2000;2000;0;4;0;0;0;190;N1;r. balk a. vooras;2790;F7;e1*2007/46*0575*07;A0A6;E1ASG3;0;0.03;310;Nee;Nee;Nee;4790;0;2022;Logisch;00;Ja;2023-04-01T00:00:00.000;2022-06-18T00:00:00.000;2012-03-30T00:00:00.000;2012-03-30T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
185;7VTZ78;Bedrijfsauto;OPEL;VIVARO;20230330;20120709;7858;gesloten opbouw;3;N.v.t.;N.v.t.;4;1995;1831;2790;1931;750;20120330;20120330;Geen verstrekking in Open Data;31860;Ja;959;2000;2000;0;4;0;0;0;190;N1;r. balk a. vooras;2790;F7;e1*2007/46*0575*07;A0A6;E1ASG3;0;0.03;310;Nee;Nee;Nee;4790;0;2022;Logisch;00;Ja;2023-03-30T00:00:00.000;2012-07-09T00:00:00.000;2012-03-30T00:00:00.000;2012-03-30T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
186;7VTZ79;Bedrijfsauto;OPEL;VIVARO;20230330;20120709;7858;gesloten opbouw;3;N.v.t.;N.v.t.;4;1995;1831;2790;1931;750;20120330;20120330;Geen verstrekking in Open Data;31860;Ja;959;2000;2000;0;4;0;0;0;190;N1;r. balk a. vooras;2790;F7;e1*2007/46*0575*07;A0A6;E1ASG3;0;0.03;310;Nee;Nee;Nee;4790;0;2022;Logisch;00;Ja;2023-03-30T00:00:00.000;2012-07-09T00:00:00.000;2012-03-30T00:00:00.000;2012-03-30T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
187;7VTZ80;Bedrijfsauto;OPEL;VIVARO;20230406;20120709;7858;gesloten opbouw;3;N.v.t.;N.v.t.;4;1995;1831;2790;1931;750;20120330;20120330;Geen verstrekking in Open Data;31860;Ja;959;2000;2000;0;4;0;0;0;190;N1;r. balk a. vooras;2790;F7;e1*2007/46*0575*07;A0A6;E1ASG3;0;0.03;310;Nee;Nee;Nee;4790;0;2022;Logisch;00;Ja;2023-04-06T00:00:00.000;2012-07-09T00:00:00.000;2012-03-30T00:00:00.000;2012-03-30T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
188;7VTZ81;Bedrijfsauto;OPEL;VIVARO;20230330;20220405;7858;gesloten opbouw;3;N.v.t.;N.v.t.;4;1995;1831;2790;1931;750;20120330;20120330;Geen verstrekking in Open Data;31860;Ja;959;2000;2000;0;4;0;0;0;190;N1;r. balk a. vooras;2790;F7;e1*2007/46*0575*07;A0A6;E1ASG3;0;0.03;310;Nee;Nee;Nee;4790;0;2022;Logisch;00;Ja;2023-03-30T00:00:00.000;2022-04-05T00:00:00.000;2012-03-30T00:00:00.000;2012-03-30T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
189;7VTZ82;Bedrijfsauto;OPEL;VIVARO;20230330;20120709;7858;gesloten opbouw;3;N.v.t.;N.v.t.;4;1995;1831;2790;1931;750;20120330;20120330;Geen verstrekking in Open Data;31860;Ja;959;2000;2000;0;4;0;0;0;190;N1;r. balk a. vooras;2790;F7;e1*2007/46*0575*07;A0A6;E1ASG3;0;0.03;310;Nee;Nee;Nee;4790;0;2022;Logisch;00;Ja;2023-03-30T00:00:00.000;2012-07-09T00:00:00.000;2012-03-30T00:00:00.000;2012-03-30T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
190;7VTZ83;Bedrijfsauto;OPEL;VIVARO;20230330;20120709;7858;gesloten opbouw;3;N.v.t.;N.v.t.;4;1995;1831;2790;1931;750;20120330;20120330;Geen verstrekking in Open Data;31860;Ja;959;2000;2000;0;4;0;0;0;190;N1;r. balk a. vooras;2790;F7;e1*2007/46*0575*07;A0A6;E1ASG3;0;0.03;310;Nee;Nee;Nee;4790;0;2022;Logisch;00;Ja;2023-03-30T00:00:00.000;2012-07-09T00:00:00.000;2012-03-30T00:00:00.000;2012-03-30T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
191;7VTZ84;Bedrijfsauto;OPEL;VIVARO;20230330;20120709;7858;gesloten opbouw;3;N.v.t.;N.v.t.;4;1995;1831;2790;1931;750;20120330;20120330;Geen verstrekking in Open Data;31860;Ja;959;2000;2000;0;4;0;0;0;190;N1;r. balk a. vooras;2790;F7;e1*2007/46*0575*07;A0A6;E1ASG3;0;0.03;310;Nee;Nee;Nee;4790;0;2022;Logisch;00;Ja;2023-03-30T00:00:00.000;2012-07-09T00:00:00.000;2012-03-30T00:00:00.000;2012-03-30T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
192;7VTZ85;Bedrijfsauto;OPEL;VIVARO;20230331;20120709;7858;gesloten opbouw;3;N.v.t.;N.v.t.;4;1995;1831;2790;1931;750;20120330;20120330;Geen verstrekking in Open Data;31860;Ja;959;2000;2000;0;4;0;0;0;190;N1;r. balk a. vooras;2790;F7;e1*2007/46*0575*07;A0A6;E1ASG3;0;0.03;310;Nee;Nee;Nee;4790;0;2022;Logisch;00;Ja;2023-03-31T00:00:00.000;2012-07-09T00:00:00.000;2012-03-30T00:00:00.000;2012-03-30T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
