;kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;europese_voertuigcategorie;plaats_chassisnummer;type_gasinstallatie;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;maximum_massa_samenstelling;bruto_bpm;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;maximale_constructiesnelheid;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;europese_voertuigcategorie_toevoeging;europese_uitvoeringcategorie_toevoeging
774;01GNB4;Personenauto;BMW;528 I;20230402;20080721;sedan;GRIJS;Niet geregistreerd;6;1400;1500;19810305;20080721;Geen verstrekking in Open Data;Ja;4;4;M1;r. voorwielscherm;0;0.09;264;Nee;Nee;Nee;2021;Geen oordeel;05;Ja;2023-04-02T00:00:00.000;2008-07-21T00:00:00.000;1981-03-05T00:00:00.000;2008-07-21T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;1870;0;3470;0;5;2788;1870;500;1600;0;0;0;0;0;0;0;0;0;0;0;0;0
775;01GNBD;Personenauto;BMW;3ER REIHE;20230218;20060201;sedan;GRIJS;Niet geregistreerd;4;1350;1450;20010109;20010109;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.07;273;Nee;Ja;Nee;2022;Logisch;00;Ja;2023-02-18T00:00:00.000;2006-02-01T00:00:00.000;2001-01-09T00:00:00.000;2001-01-09T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;447;0;1875;1;3550;10589;5;1951;1875;720;1600;0;0;e1*98/14*0097*08;AL71;01;0;C;0;0;0;0;0;0
776;01GNF8;Personenauto;BMW;3ER REIHE;20230111;20220312;cabriolet;GRIJS;Niet geregistreerd;6;1660;1760;20080725;20080725;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;0;0.09;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-01-11T00:00:00.000;2022-03-12T00:00:00.000;2008-07-25T00:00:00.000;2008-07-25T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;458;0;2115;0;3790;18886;4;2996;2115;750;1600;56063;0;e1*2001/116*0346*06;WN31;AB;0;D;0;0;0;0;0;0
777;01GNJ1;Personenauto;BMW;3ER REIHE;20221120;20220702;stationwagen;GRIJS;Niet geregistreerd;4;1405;1505;20080730;20080730;Geen verstrekking in Open Data;Nee;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-11-20T00:00:00.000;2022-07-02T00:00:00.000;2008-07-30T00:00:00.000;2008-07-30T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1970;0;3295;7383;5;1995;1970;695;1250;36148;390L;e1*2001/116*0308*08;VR31;AA;0;A;0;0;0;0;0;0
778;01GNLJ;Personenauto;BMW;5ER REIHE;20230416;20210416;sedan;BLAUW;Niet geregistreerd;6;1535;1635;20010119;20010119;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.10;283;Nee;Ja;Nee;2022;Logisch;00;Ja;2023-04-16T00:00:00.000;2021-04-16T00:00:00.000;2001-01-19T00:00:00.000;2001-01-19T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;478;0;2100;1;4190;16529;5;2979;2100;750;2000;0;0;e1*98/14*0028*13;DT61;01;0;E;0;0;0;0;0;0
779;01GNVF;Personenauto;BMW;3ER REIHE;20230414;20150704;coupe;GEEL;Niet geregistreerd;6;1400;1500;20010125;20010125;Geen verstrekking in Open Data;Ja;2;4;M1;r. op schroefveerkoker onder motorkap;0;0.08;273;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-04-14T00:00:00.000;2015-07-04T00:00:00.000;2001-01-25T00:00:00.000;2001-01-25T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;449;0;1925;1;3600;10757;5;2171;1925;720;1600;0;0;e1*98/14*0112*05;BN11;02;0;E;0;0;0;0;0;0
780;01GPGD;Personenauto;BMW;3ER REIHE;20221119;20160429;cabriolet;BLAUW;Niet geregistreerd;6;1530;1630;20010130;20010130;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;0;0.08;273;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-11-19T00:00:00.000;2016-04-29T00:00:00.000;2001-01-30T00:00:00.000;2001-01-30T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;449;0;1975;1;3650;14724;4;2171;1975;720;1600;0;0;e1*98/14*0146*03;BS11;02;0;E;0;0;0;0;0;0
781;01GPKF;Personenauto;BMW;5ER REIHE;20180624;20170123;sedan;GRIJS;Niet geregistreerd;6;1535;1635;20010202;20010202;Geen verstrekking in Open Data;Nee;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.10;283;Nee;Ja;Nee;2017;Niet geregistreerd;NG;Ja;2018-06-24T00:00:00.000;2017-01-23T00:00:00.000;2001-02-02T00:00:00.000;2001-02-02T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;478;0;2100;1;4190;15894;5;2979;2100;750;2000;0;0;e1*98/14*0028*13;DT61;01;0;E;0;0;0;0;0;0
782;01GPXK;Personenauto;BMW;3ER REIHE;20230207;20131219;sedan;GRIJS;Niet geregistreerd;4;1260;1360;19991112;20010622;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.06;273;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2023-02-07T00:00:00.000;2013-12-19T00:00:00.000;1999-11-12T00:00:00.000;2001-06-22T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;1785;1;3110;8286;5;1895;1785;670;1250;0;0;e1*98/14*0097*05;AL11;11;0;0;0;0;0;0;0;0
783;01GPXL;Personenauto;BMW;3ER REIHE;20230227;20170526;coupe;BLAUW;Niet geregistreerd;6;1400;1500;20010213;20010213;Geen verstrekking in Open Data;Ja;2;4;M1;r. op schroefveerkoker onder motorkap;0;0.08;273;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-02-27T00:00:00.000;2017-05-26T00:00:00.000;2001-02-13T00:00:00.000;2001-02-13T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;449;0;1925;1;3600;10701;5;2171;1925;720;1600;0;0;e1*98/14*0112*05;BN11;02;0;E;0;0;0;0;0;0
784;01GRBG;Personenauto;BMW;3ER REIHE;20230620;20220916;stationwagen;GRIJS;Niet geregistreerd;4;1340;1440;20010208;20010208;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.06;273;Nee;Ja;Nee;2022;Logisch;00;Ja;2023-06-20T00:00:00.000;2022-09-16T00:00:00.000;2001-02-08T00:00:00.000;2001-02-08T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;448;0;1905;1;3380;8708;5;1895;1905;680;1400;0;0;e1*98/14*0097*08;AP31;01;0;D;0;0;0;0;0;0
785;01GRHG;Personenauto;BMW;3ER REIHE;20230721;20171228;coupe;GRIJS;Niet geregistreerd;4;1295;1395;20010215;20010215;Geen verstrekking in Open Data;Ja;2;4;M1;r. op schroefveerkoker onder motorkap;0;0.06;273;Nee;Ja;Nee;2022;Logisch;00;Ja;2023-07-21T00:00:00.000;2017-12-28T00:00:00.000;2001-02-15T00:00:00.000;2001-02-15T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;449;0;1820;1;3395;9348;5;1895;1820;680;1500;0;0;e1*98/14*0112*05;BL31;02;0;E;0;0;0;0;0;0
786;01GRK6;Personenauto;BMW;5ER REIHE;20230508;20161201;stationwagen;ZWART;Niet geregistreerd;6;1555;1655;20070427;20080905;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.08;289;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2023-05-08T00:00:00.000;2016-12-01T00:00:00.000;2007-04-27T00:00:00.000;2008-09-05T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2180;0;4040;18287;5;2497;2180;750;1800;0;0;e1*2001/116*0230*08;NL31;02;0;D;0;0;0;0;0;0
787;01GRLK;Personenauto;BMW;3ER REIHE;20230316;20220610;stationwagen;ZWART;Niet geregistreerd;4;1340;1440;20010219;20010219;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.06;273;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-03-16T00:00:00.000;2022-06-10T00:00:00.000;2001-02-19T00:00:00.000;2001-02-19T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;448;0;1905;1;3380;8708;5;1895;1905;680;1400;0;0;e1*98/14*0097*08;AP31;01;0;D;0;0;0;0;0;0
788;01GRTX;Personenauto;BMW;3ER REIHE;20230301;20191221;stationwagen;BLAUW;Niet geregistreerd;4;1340;1440;20010224;20010224;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.06;273;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-03-01T00:00:00.000;2019-12-21T00:00:00.000;2001-02-24T00:00:00.000;2001-02-24T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;448;0;1905;1;3380;8670;5;1895;1905;680;1400;0;0;e1*98/14*0097*08;AP31;01;0;D;0;0;0;0;0;0
789;01GRXV;Personenauto;BMW;3ER REIHE;20220119;20210824;stationwagen;ZWART;Niet geregistreerd;6;1405;1505;20010301;20010301;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.08;273;Nee;Ja;Nee;2021;Logisch;00;Ja;2022-01-19T00:00:00.000;2021-08-24T00:00:00.000;2001-03-01T00:00:00.000;2001-03-01T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;448;0;1970;1;3645;10534;5;2171;1970;720;1600;0;0;e1*98/14*0097*08;AW11;01;0;E;0;0;0;0;0;0
790;01GRZ6;Personenauto;BMW;3ER REIHE;20230620;20211228;stationwagen;GRIJS;Niet geregistreerd;4;1435;1535;20080901;20080901;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-06-20T00:00:00.000;2021-12-28T00:00:00.000;2008-09-01T00:00:00.000;2008-09-01T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;2000;0;3475;8953;5;1995;2000;695;1400;40166;390L;e1*2001/116*0308*08;VR31;AB;0;B;0;0;0;0;0;0
791;01GSHN;Personenauto;BMW;Z REIHE;20230608;20200702;cabriolet;GRIJS;Niet geregistreerd;8;1590;1690;20010301;20010301;Geen verstrekking in Open Data;Ja;2;4;M1;r. op schroefveerkoker onder motorkap;0;0.17;251;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-06-08T00:00:00.000;2020-07-02T00:00:00.000;2001-03-01T00:00:00.000;2001-03-01T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;440;0;1930;1;0;45114;2;4941;1930;0;0;0;0;e13*98/14*0054*01;EJ11;EJ11;0;G;0.00;0;0;0;0;0
792;01GSK4;Personenauto;BMW;3ER REIHE;20230913;20110505;sedan;ZWART;Niet geregistreerd;4;1335;1435;20080901;20080901;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-09-13T00:00:00.000;2011-05-05T00:00:00.000;2008-09-01T00:00:00.000;2008-09-01T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1880;0;3205;6806;5;1995;1880;695;1250;33948;390L;e1*2001/116*0308*08;VF51;AA;0;A;0;0;0;0;0;0
793;01GSP2;Personenauto;BMW;3ER REIHE;20230308;20220428;stationwagen;ZWART;Niet geregistreerd;4;1405;1505;20080828;20080828;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-03-08T00:00:00.000;2022-04-28T00:00:00.000;2008-08-28T00:00:00.000;2008-08-28T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1970;0;3295;7788;5;1995;1970;695;1250;32660;390L;e1*2001/116*0308*08;VR31;AA;0;A;0;0;0;0;0;0
794;01GSVS;Personenauto;BMW;3ER REIHE;20220217;20220627;stationwagen;BLAUW;Niet geregistreerd;6;1435;1535;20010310;20010310;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.09;273;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-02-17T00:00:00.000;2022-06-27T00:00:00.000;2001-03-10T00:00:00.000;2001-03-10T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;448;0;2000;1;3635;11750;5;2494;2000;720;1600;0;0;e1*98/14*0097*08;AW31;01;0;E;0;0;0;0;0;0
795;01GTG3;Personenauto;BMW;1ER REIHE;20230520;20190729;cabriolet;BLAUW;Niet geregistreerd;4;1405;1505;20080915;20080915;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;0;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-05-20T00:00:00.000;2019-07-29T00:00:00.000;2008-09-15T00:00:00.000;2008-09-15T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;436;0;1870;0;3145;13400;4;1995;1870;750;1200;55155;182;e1*2001/116*0352*03;UM11;AB;0;C;0;0;0;0;0;0
796;01GTPV;Personenauto;BMW;X REIHE;20220805;20211114;stationwagen;GRIJS;Niet geregistreerd;8;2070;2170;20010321;20010321;Geen verstrekking in Open Data;Nee;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.10;282;Nee;Ja;Nee;2021;Onlogisch;04;Ja;2022-08-05T00:00:00.000;2021-11-14T00:00:00.000;2001-03-21T00:00:00.000;2001-03-21T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;2685;1;5070;24767;5;4398;2685;750;2300;0;0;e1*98/14*0153*02;FB31;02;0;G;0;0;0;0;0;0
797;01GTSL;Personenauto;BMW;5ER REIHE;20221117;20091029;stationwagen;BLAUW;Niet geregistreerd;6;1650;1750;20010321;20010321;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.10;283;Nee;Ja;Nee;2021;Niet geregistreerd;NG;Ja;2022-11-17T00:00:00.000;2009-10-29T00:00:00.000;2001-03-21T00:00:00.000;2001-03-21T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;481;0;2275;1;4300;16943;5;2979;2275;750;2000;0;0;e1*98/14*0028*13;DS61;01;0;E;0;0;0;0;0;0
798;01GTVL;Personenauto;BMW;3ER REIHE;20220918;20220327;coupe;GRIJS;Niet geregistreerd;6;1385;1485;20010411;20010411;Geen verstrekking in Open Data;Ja;2;4;M1;r. op schroefveerkoker onder motorkap;0;0.09;273;Nee;Ja;Nee;2022;Geen oordeel;07;Ja;2022-09-18T00:00:00.000;2022-03-27T00:00:00.000;2001-04-11T00:00:00.000;2001-04-11T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;449;0;1910;1;3585;11432;5;2494;1910;720;1600;0;0;e1*98/14*0112*05;BN31;01;0;D;0;0;0;0;0;0
799;01GTX8;Personenauto;BMW;X REIHE;20230401;20210809;stationwagen;ZWART;Niet geregistreerd;4;1630;1730;20080911;20080911;Geen verstrekking in Open Data;Ja;4;4;M1;by r. schroefveerkoker onder motorkap;0;0.06;280;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-04-01T00:00:00.000;2021-08-09T00:00:00.000;2008-09-11T00:00:00.000;2008-09-11T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;457;0;2200;0;3875;12512;5;1995;2200;720;1600;50644;X83;e1*2001/116*0249*10;PC31;AJ;0;D;0.00;0;0;0;0;0
800;01GVF2;Personenauto;BMW;1ER REIHE;20230919;20201006;cabriolet;ZWART;Niet geregistreerd;4;1380;1480;20080912;20080912;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;0;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-09-19T00:00:00.000;2020-10-06T00:00:00.000;2008-09-12T00:00:00.000;2008-09-12T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;436;0;1845;0;3120;11071;4;1995;1845;740;1200;48243;182;e1*2001/116*0352*03;UM11;AA;0;B;0;0;0;0;0;0
801;01GVJ6;Personenauto;BMW;3ER REIHE;20221008;20181012;coupe;ZWART;Niet geregistreerd;6;1425;1525;20071108;20080910;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;0;0.10;276;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2022-10-08T00:00:00.000;2018-10-12T00:00:00.000;2007-11-08T00:00:00.000;2008-09-10T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;458;0;1930;0;3605;17306;4;2497;1930;745;1600;0;0;e1*2001/116*0346*01;WB31;02;0;E;0;0;0;0;0;0
802;01GVKZ;Personenauto;BMW;Z REIHE;20230531;20160514;cabriolet;GROEN;Niet geregistreerd;4;1195;1295;20010330;20010330;Geen verstrekking in Open Data;Ja;2;4;M1;midden tegen schutbord onder motorkap;0;0.07;245;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-05-31T00:00:00.000;2016-05-14T00:00:00.000;2001-03-30T00:00:00.000;2001-03-30T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;405;0;1490;1;0;8837;2;1895;1490;0;0;0;0;e1*98/14*0029*11;CM11;01;0;D;0;0;0;0;0;0
803;01GVN3;Personenauto;BMW;X REIHE;20221123;20211227;stationwagen;WIT;Niet geregistreerd;6;2085;2185;20080917;20080917;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.10;293;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-11-23T00:00:00.000;2021-12-27T00:00:00.000;2008-09-17T00:00:00.000;2008-09-17T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;485;0;2790;0;5610;29062;5;2993;2790;750;2700;103375;X70;e1*2001/116*0420*04;FF01;AB;0;D;0;0;0;0;0;0
804;01GVNX;Personenauto;BMW;3ER REIHE;20230421;20220423;sedan;ZWART;Niet geregistreerd;6;1365;1465;20010404;20010404;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.09;273;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-04-21T00:00:00.000;2022-04-23T00:00:00.000;2001-04-04T00:00:00.000;2001-04-04T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;447;0;1890;1;3565;9376;5;2171;1890;720;1600;0;0;e1*98/14*0097*08;AV11;01;0;D;0;0;0;0;0;0
